"","x"
"1353",606794.335859712
"1354",643914.479186016
"1355",229163.067589515
"1356",819171.323310494
"1357",545881.637787099
"1358",2070902.51059133
"1359",276042.547384139
"1360",1247476.23268649
"1361",429961.283601899
"1362",178617.838004075
"1363",704837.382713241
"1364",264769.21998612
"1365",529120.488944442
"1366",1834489.05976237
"1367",352809.502128187
"1368",558736.993272351
"1369",2058977.69388874
"1370",345083.772131962
"1371",791808.097832417
"1372",76697.0578263909
"1373",786513.242277785
"1374",328959.012580378
"1375",151808.439010178
"1376",198116.004460957
"1377",594228.788338962
"1378",272673.783316931
"1379",308628.673162405
"1380",235029.030906774
"1381",611098.40571022
"1382",990654.476122183
"1383",270919.129209103
"1384",406858.620146401
"1385",218315.545246296
"1386",452982.20466223
"1387",403448.189555019
"1388",447582.940768045
"1389",216297.851758217
"1390",416844.388021901
"1391",848780.11886798
"1392",182416.085808076
"1393",623862.955359336
"1394",711467.820795147
"1395",392587.011779584
"1396",733562.988151803
"1397",313065.372266393
"1398",645469.901392146
"1399",258444.407508281
"1400",1010942.06300555
"1401",518617.263644613
"1402",577470.527158952
"1403",732337.149757421
"1404",263555.21394612
"1405",444355.814189636
"1406",635196.756239978
"1407",345745.605515181
"1408",584941.870314023
"1409",591336.241606861
"1410",375106.494473461
"1411",431542.917689829
"1412",481393.571721791
"1413",349140.239743958
"1414",509225.826835617
"1415",637325.823450111
"1416",743175.31213547
"1417",379675.694962264
"1418",521911.04073406
"1419",451092.831972005
"1420",213866.689791591
"1421",574246.136678687
"1422",616400.549108681
"1423",309603.025023595
"1424",521474.860555591
"1425",1342601.11455151
"1426",496980.942072308
"1427",582588.701322157
"1428",2051968.11727403
"1429",573086.157872269
"1430",685562.870024697
"1431",557005.574495233
"1432",535237.138344466
"1433",491474.826500949
"1434",624887.351057179
"1435",876129.2527522
"1436",635838.050396338
"1437",313633.686917586
"1438",499375.425141314
"1439",237245.735245024
"1440",268117.904481841
"1441",303918.612437306
"1442",453786.986134721
"1443",139774.24774486
"1444",448574.427810754
"1445",783951.463397514
"1446",588623.722327481
"1447",712450.764594063
"1448",426987.209458247
"1449",334803.493681608
"1450",850861.835639774
"1451",336217.496592569
"1452",398653.816656684
"1453",583516.262033368
"1454",237927.750373181
"1455",313023.957423064
"1456",395299.346976298
"1457",592600.847125024
"1458",488775.355951438
"1459",386437.163262696
"1460",447717.290509919
"1461",1088713.00715512
"1462",95748.6776644827
"1463",347659.629899052
"1464",327040.717189451
"1465",489523.809232474
"1466",456385.896764236
"1467",832355.865119416
"1468",425170.542957784
"1469",657443.365348061
"1470",742222.174568229
"1471",386479.959136996
"1472",674067.153954659
"1473",300789.003989279
"1474",176946.974976087
"1475",455611.991580944
"1476",408122.369111367
"1477",338579.975091972
"1478",311217.447537021
"1479",493356.982805847
"1480",206907.888221137
"1481",383817.862117408
"1482",758884.154972697
"1483",580014.808099257
"1484",666960.420641531
"1485",558910.588170883
"1486",175836.1723254
"1487",369060.758267557
"1488",910684.600869454
"1489",941173.285324482
"1490",1459163.64399586
"1491",262228.407605895
"1492",620022.945128321
"1493",693436.989551081
"1494",471498.797171467
"1495",525199.598523082
"1496",220622.48544429
"1497",429802.415819042
"1498",460300.061808707
"1499",246114.355580282
"1500",2050651.83760899
"1501",273407.939452955
"1502",511175.105447377
"1503",1407030.26191026
"1504",355539.216501109
"1505",157416.314319574
"1506",418274.33083138
"1507",736806.993757768
"1508",395546.142311018
"1509",544455.884881113
"1510",568909.549743048
"1511",492687.077526732
"1512",353113.276996681
"1513",356431.129328002
"1514",246200.201763169
"1515",1207534.49600369
"1516",431903.489174716
"1517",566912.502329665
"1518",560588.151815304
"1519",409855.98554271
"1520",573086.229815395
"1521",733019.650319437
"1522",219370.077830002
"1523",208128.293687644
"1524",724575.961372879
"1525",696207.561881999
"1526",120100.227360099
"1527",330816.564972751
"1528",507713.45946975
"1529",333780.139412259
"1530",237074.390657599
"1531",159689.5479306
"1532",406500.215997994
"1533",1169637.07252845
"1534",360884.291023842
"1535",319741.332850071
"1536",500810.653356092
"1537",378749.967365841
"1538",434491.456972184
"1539",370048.194436046
"1540",643672.566588541
"1541",726935.87119038
"1542",676299.09417447
"1543",529242.715254096
"1544",116241.913119514
"1545",256585.849472965
"1546",1758976.45263364
"1547",598621.488835443
"1548",398563.20873584
"1549",383016.686079438
"1550",723387.945195911
"1551",318264.233926285
"1552",254633.025556381
"1553",85419.2049476492
"1554",450816.180089331
"1555",197789.146326146
"1556",2398449.5450944
"1557",789439.080739793
"1558",485653.709542538
"1559",285481.985302307
"1560",466864.158033768
"1561",378178.446903528
"1562",175080.825627728
"1563",416391.426231138
"1564",490135.068568865
"1565",999840.201230351
"1566",1095962.46100063
"1567",554088.519366189
"1568",399313.392077717
"1569",1018279.9796484
"1570",1732678.53409928
"1571",626918.186504788
"1572",318972.139758766
"1573",408960.971564346
"1574",401144.61344235
"1575",660550.901641952
"1576",488619.877582179
"1577",495003.753577908
"1578",634725.920913876
"1579",534661.333954572
"1580",303380.677240094
"1581",303771.093290899
"1582",448562.429860338
"1583",214383.524076728
"1584",351444.864965607
"1585",1135135.31642426
"1586",236756.539353156
"1587",386354.541755226
"1588",1564571.22373525
"1589",363775.656191745
"1590",287122.686674518
"1591",384226.950991102
"1592",405802.003532643
"1593",224637.197344402
"1594",534430.774680592
"1595",265125.340827375
"1596",231116.125304278
"1597",209926.797733584
"1598",1190349.95401061
"1599",755037.221008745
"1600",408948.208835877
"1601",202279.723004975
"1602",318425.480342809
"1603",247478.064883515
"1604",269749.250724475
"1605",345963.988957519
"1606",679206.399911085
"1607",683044.253368337
"1608",283895.532526815
"1609",559726.002059066
"1610",254835.710280404
"1611",592315.959910735
"1612",336792.502176633
"1613",216306.304912454
"1614",359073.066753673
"1615",520264.355842893
"1616",117745.055043795
"1617",339688.509107945
"1618",996760.889597313
"1619",692902.197681424
"1620",302237.918567541
"1621",176701.868865468
"1622",1186578.02725506
"1623",417340.913678447
"1624",288341.971079994
"1625",405513.706285548
"1626",280774.610548747
"1627",258714.507950876
"1628",303952.817026449
"1629",668476.659092521
"1630",911135.377516804
"1631",1258020.31110729
"1632",270462.354299471
"1633",786467.260246778
"1634",982740.938339472
"1635",453796.796670263
"1636",187306.709447284
"1637",219436.652326755
"1638",407924.99675647
"1639",553958.512953296
"1640",483622.480079326
"1641",1163302.06008719
"1642",365392.36869229
"1643",632360.74477532
"1644",636268.933612292
"1645",351755.322027594
"1646",493273.889466495
"1647",145381.498944826
"1648",986199.985479418
"1649",335723.002719634
"1650",261481.375708656
"1651",252751.344981465
"1652",417024.979096034
"1653",162791.124119808
"1654",486629.07531447
"1655",385246.591658258
"1656",528746.663866776
"1657",302925.692277217
"1658",1436620.61119109
"1659",309826.316678339
"1660",384207.34116242
"1661",257907.982775173
"1662",392350.869943787
"1663",229481.136579068
"1664",478575.778510802
"1665",583991.24784586
"1666",571487.762210428
"1667",513973.313413279
"1668",514734.196514968
"1669",476202.29883312
"1670",979083.833962551
"1671",271849.021542525
"1672",179192.150194489
"1673",649525.506817441
"1674",197445.808639357
"1675",321045.041588169
"1676",134829.502038849
"1677",402876.231065628
"1678",1179469.14566294
"1679",323104.75027887
"1680",654044.022418328
"1681",443526.062792611
"1682",130782.281373249
"1683",490900.297533034
"1684",210909.281391953
"1685",303120.756326137
"1686",943809.219802164
"1687",166519.991210703
"1688",645484.004932497
"1689",267265.322149828
"1690",218623.870391754
"1691",288324.328549751
"1692",285126.459894164
"1693",544615.785055776
"1694",172860.75481746
"1695",436326.066222901
"1696",339275.575064015
"1697",329495.871266932
"1698",1195254.4663609
"1699",305087.715078263
"1700",426395.015435072
"1701",514572.948108589
"1702",408859.064267881
"1703",265940.453337268
"1704",517754.139788221
"1705",354605.792252434
"1706",553025.346266454
"1707",655408.744442848
"1708",346524.84548562
"1709",522023.354201366
"1710",182489.776238212
"1711",520464.625520815
"1712",520848.777034588
"1713",459693.126043144
"1714",591549.872079355
"1715",668150.458875637
"1716",223798.112118496
"1717",738137.544610647
"1718",1176069.69578387
"1719",549317.443232939
"1720",225677.011559571
"1721",642852.557398674
"1722",958369.172300938
"1723",352027.971335308
"1724",235277.438946904
"1725",1157417.90673661
"1726",616837.874222819
"1727",799612.376874582
"1728",756627.475992304
"1729",771023.416105257
"1730",512372.177605688
"1731",355473.579716379
"1732",348396.388960754
"1733",278066.816226474
"1734",503678.702712613
"1735",539446.773100755
"1736",739098.691667903
"1737",409343.291740727
"1738",807584.942680803
"1739",230048.449519416
"1740",161031.976265036
"1741",265460.829806639
"1742",296180.419039228
"1743",240050.180576684
"1744",144009.998868137
"1745",443849.9572027
"1746",383991.435327955
"1747",1095898.06018823
"1748",489125.688859309
"1749",322858.861790193
"1750",228605.737982779
"1751",320607.104492732
"1752",944747.70167456
"1753",246338.182408274
"1754",599184.56673761
"1755",355783.187108529
"1756",903217.078148216
"1757",445639.063488538
"1758",382082.940656507
"1759",559933.498285978
"1760",468188.643378295
"1761",865248.942666224
"1762",863214.731276141
"1763",432448.591717118
"1764",321708.757556486
"1765",548004.40441847
"1766",834852.779393801
"1767",572213.579259062
"1768",728569.910507141
"1769",431346.421931374
"1770",366549.390421158
"1771",210131.197878727
"1772",513219.094786469
"1773",345706.691558421
"1774",382428.823612585
"1775",756891.197122973
"1776",239531.018525889
"1777",702352.161967676
"1778",371067.113631909
"1779",213914.760206745
"1780",394425.133011502
"1781",758394.449776033
"1782",365028.669601083
"1783",857091.497550058
"1784",390908.374850709
"1785",965410.975870725
"1786",814465.139184499
"1787",428113.285725577
"1788",1321789.62583732
"1789",455369.237143131
"1790",545038.540893677
"1791",745323.308755649
"1792",806218.377010823
"1793",455063.429804124
"1794",141907.248143714
"1795",615865.933720894
"1796",1124549.5990462
"1797",374382.71635737
"1798",356367.689686151
"1799",205091.668906561
"1800",1026848.43223594
"1801",272325.056948135
"1802",206932.544021911
"1803",710170.52124331
"1804",386799.939242374
"1805",480265.539043703
"1806",1007470.88774116
"1807",787038.859436223
"1808",633936.637556187
"1809",221132.457677688
"1810",679860.769659813
"1811",823323.124485867
"1812",257773.262129438
"1813",1426498.35380674
"1814",1453114.22676545
"1815",4802173.63127201
"1816",271391.566910788
"1817",610872.378827108
"1818",660519.685036463
"1819",117977.127696955
"1820",634764.013556162
"1821",518143.522928349
"1822",570657.718664167
"1823",341277.612561341
"1824",303205.725421175
"1825",1184849.91190551
"1826",416146.733474317
"1827",764765.178755808
"1828",62276.7180606258
"1829",476141.420213225
"1830",374723.129270203
"1831",750306.493893587
"1832",178948.888124284
"1833",244186.75925109
"1834",323318.511081971
"1835",339740.957926892
"1836",379304.689595441
"1837",809809.389465359
"1838",480793.862662083
"1839",279627.838501269
"1840",822108.255553144
"1841",221669.834950337
"1842",270849.367631207
"1843",289211.47945896
"1844",333317.460953721
"1845",873975.300747067
"1846",398478.945840678
"1847",657001.004518178
"1848",341264.10785894
"1849",141965.285267465
"1850",271732.865307517
"1851",357036.523697737
"1852",233731.46007364
"1853",417111.836557336
"1854",770746.13658693
"1855",587689.287620918
"1856",548038.797222855
"1857",234781.762349749
"1858",201796.793747928
"1859",262460.206564975
"1860",466090.511541431
"1861",875559.255188637
"1862",779487.617205929
"1863",261398.866600608
"1864",220841.375068152
"1865",370376.26863224
"1866",403926.761810838
"1867",241467.72194793
"1868",440104.943376158
"1869",216009.512868986
"1870",556120.080062152
"1871",641044.328597104
"1872",370830.820437523
"1873",903396.672750117
"1874",210500.153080907
"1875",529186.275071741
"1876",320588.618973252
"1877",231141.871960312
"1878",460748.459487158
"1879",401843.347105011
"1880",510031.947086557
"1881",1375832.03060277
"1882",748638.072466373
"1883",510461.924475437
"1884",413637.786229074
"1885",487283.252456126
"1886",122550.192164463
"1887",286713.929751552
"1888",1029911.45483699
"1889",1007070.6260492
"1890",179370.961584097
"1891",340976.93943075
"1892",979012.719297919
"1893",500365.656838773
"1894",290625.42855584
"1895",661241.494680125
"1896",255346.948185946
"1897",774567.758528525
"1898",224866.215584464
"1899",498657.988995298
"1900",686691.727658892
"1901",384671.628264073
"1902",1404129.55014679
"1903",267684.310068785
"1904",761427.491876391
"1905",408927.949700243
"1906",415181.897614811
"1907",785049.952878639
"1908",362157.976170506
"1909",294470.354143254
"1910",606484.505652725
"1911",821260.479360648
"1912",178503.562194533
"1913",1596280.73555892
"1914",840651.795876396
"1915",309325.724679639
"1916",110289.306825199
"1917",553235.161325115
"1918",552425.199158117
"1919",427372.404206014
"1920",766000.816234758
"1921",903058.554009816
"1922",588980.277381397
"1923",160443.265550623
"1924",548286.230689568
"1925",812688.124713892
"1926",726197.530537079
"1927",256113.610196954
"1928",281895.857598941
"1929",603879.80417038
"1930",433372.916275334
"1931",581543.287010668
"1932",280902.618919901
"1933",266048.034661748
"1934",688688.32328091
"1935",1048211.51100916
"1936",1098740.42179027
"1937",653740.018648835
"1938",259244.12207787
"1939",471503.897378588
"1940",94540.3076202243
"1941",462509.968408576
"1942",273048.284393001
"1943",474956.230226416
"1944",522909.837181433
"1945",250167.850415301
"1946",748464.608669783
"1947",300208.862937158
"1948",806189.197825489
"1949",554378.67540944
"1950",643888.957006702
"1951",250747.476604001
"1952",680737.731131204
"1953",684166.282307357
"1954",979335.329669701
"1955",468279.162369694
"1956",498589.354565011
"1957",251743.920305068
"1958",191899.832747226
"1959",1213484.46539499
"1960",516881.064825927
"1961",210725.561321389
"1962",852982.695931462
"1963",308657.861521921
"1964",147219.606687122
"1965",765256.770720619
"1966",770127.035582712
"1967",883849.228172537
"1968",414581.374229085
"1969",615343.485166891
"1970",419728.267839013
"1971",489269.55764883
"1972",347506.149237012
"1973",388210.447383534
"1974",556587.127395635
"1975",222841.132336309
"1976",284667.264807086
"1977",313424.227036277
"1978",489382.263736581
"1979",580002.369906499
"1980",1035644.46836385
"1981",564804.175290639
"1982",638809.977152931
"1983",134072.78487717
"1984",392266.66665049
"1985",337894.131003718
"1986",794871.539974927
"1987",845438.365054505
"1988",534849.962256142
"1989",485121.573087338
"1990",697232.537103397
"1991",267154.915351777
"1992",291147.094039951
"1993",988014.97057357
"1994",431724.1636404
"1995",931780.163160257
"1996",869841.093850676
"1997",1029232.7162883
"1998",472226.494099557
"1999",247172.840600917
"2000",337353.226306147
"2001",588976.551382757
"2002",241265.665482512
"2003",728967.439927899
"2004",558269.911539786
"2005",531386.558761945
"2006",491663.272645304
"2007",463110.688180845
"2008",612636.008172169
"2009",962070.794732863
"2010",487581.483597274
"2011",198054.535342877
"2012",397500.905909072
"2013",618385.826134695
"2014",526181.120432233
"2015",93592.4591535151
"2016",765773.945440503
"2017",402105.454118863
"2018",518366.322028602
"2019",276517.067963951
"2020",333306.871322246
"2021",587203.065923481
"2022",509591.175786223
"2023",319334.359774103
"2024",554808.828257075
"2025",396657.194475469
"2026",268269.611507619
"2027",397323.649970876
"2028",568313.951918192
"2029",223365.901305533
"2030",579154.955522833
"2031",406943.826453298
"2032",351613.239087736
"2033",570777.267858842
"2034",705889.881455248
"2035",372489.246210469
"2036",972625.465650461
"2037",449275.206048949
"2038",480073.351070296
"2039",495629.669663721
"2040",432427.845098278
"2041",518988.445697613
"2042",502169.312111198
"2043",674170.338977936
"2044",1623862.82815005
"2045",596645.384497243
"2046",222676.550916304
"2047",1030543.80783019
"2048",407614.076615926
"2049",243550.380114391
"2050",748371.870424667
"2051",823685.524753113
"2052",662952.847178386
"2053",662982.575133584
"2054",575820.454012063
"2055",627406.796126441
"2056",350704.607962681
"2057",455720.599965517
"2058",1802742.33872875
"2059",804821.899017323
"2060",674678.335806996
"2061",426308.132601347
"2062",432642.097526462
"2063",234518.814179923
"2064",1062610.17549836
"2065",263582.345613515
"2066",549379.031002886
"2067",355728.712052556
"2068",1380715.91261514
"2069",445400.204891805
"2070",1256997.47722975
"2071",349928.967764408
"2072",480088.378676869
"2073",325735.80064644
"2074",368139.946526439
"2075",103993.21966468
"2076",576040.053176701
"2077",298766.904169737
"2078",340314.39815133
"2079",729273.825426321
"2080",468333.719781825
"2081",262195.511950897
"2082",757796.459047948
"2083",393000.343134615
"2084",545251.257486336
"2085",547440.080752003
"2086",882179.011241413
"2087",703313.567666051
"2088",402238.802218639
"2089",490251.60450062
"2090",184566.181687527
"2091",356546.702331831
"2092",696978.763122783
"2093",419001.728149929
"2094",372012.427093738
"2095",323937.262774197
"2096",418135.245754484
"2097",465977.101612398
"2098",553083.525315946
"2099",559716.079264656
"2100",269624.867441322
"2101",397424.990795408
"2102",453953.199726794
"2103",613799.486802433
"2104",204812.807165854
"2105",47689.7490176179
"2106",401881.309586167
"2107",126453.453339727
"2108",430622.969788312
"2109",773363.393298154
"2110",229686.979194115
"2111",611176.140878219
"2112",673156.552425365
"2113",408974.762948285
"2114",434112.103008548
"2115",728937.615927504
"2116",1297950.84906951
"2117",303381.636400155
"2118",353712.820570105
"2119",505606.421347189
"2120",400396.687880144
"2121",1017655.59912655
"2122",1396092.043155
"2123",1007729.37893573
"2124",542965.518694513
"2125",371896.699202396
"2126",427341.01965436
"2127",374146.118752891
"2128",522900.943060558
"2129",426838.393463469
"2130",212352.246672242
"2131",509224.079423158
"2132",627129.874402046
"2133",305427.367042185
"2134",384703.031011426
"2135",334709.5705898
"2136",558258.374410943
"2137",418945.577284758
"2138",413865.03738332
"2139",1245490.63831883
"2140",49730.7180150853
"2141",1522580.2636035
"2142",943453.733371075
"2143",598831.160087324
"2144",494774.311681616
"2145",505523.982083198
"2146",171800.190322257
"2147",348768.459125169
"2148",945066.807000079
"2149",511409.848081457
"2150",822919.767923124
"2151",455289.140761914
"2152",1272109.87021607
"2153",651222.117521223
"2154",495460.601133061
"2155",1160053.12299554
"2156",371823.207482646
"2157",588244.557771913
"2158",275158.424406284
"2159",254410.747844537
"2160",933552.659561369
"2161",481675.698645041
"2162",693818.542557757
"2163",497082.627771791
"2164",317010.926863266
"2165",793699.547804382
"2166",779767.853897592
"2167",432215.718256073
"2168",397331.774101948
"2169",273899.680180304
"2170",288228.018232904
"2171",709077.529785321
"2172",578559.57634954
"2173",404119.830583062
"2174",457608.052478463
"2175",636632.455486345
"2176",398771.50696951
"2177",691758.866231169
"2178",157677.790488795
"2179",157290.295356774
"2180",248246.454218863
"2181",1138926.37068109
"2182",722413.769845414
"2183",569075.532016648
"2184",552783.551867012
"2185",214288.856026753
"2186",212761.033818271
"2187",878792.111915511
"2188",494810.33080095
"2189",541818.05609306
"2190",207057.493898277
"2191",387333.034395305
"2192",483967.954333648
"2193",1196487.55737558
"2194",185058.664228105
"2195",1227969.90312743
"2196",463188.1664659
"2197",1283228.74210839
"2198",619144.309964283
"2199",910451.559430523
"2200",317816.809372756
"2201",207964.245142862
"2202",418793.171150182
"2203",140819.925387911
"2204",352343.304624268
"2205",299276.994183459
"2206",258394.998011873
"2207",717143.992033603
"2208",139559.664456932
"2209",469405.533310507
"2210",933755.090756553
"2211",1825451.63844837
"2212",172582.712954945
"2213",617795.579025262
"2214",763616.334231689
"2215",240242.454010271
"2216",313652.014597508
"2217",632600.641206618
"2218",246677.880113978
"2219",252289.299812723
"2220",522105.619847288
"2221",560228.394190682
"2222",352752.743168097
"2223",527410.254024355
"2224",388210.757729034
"2225",1206258.5359429
"2226",290920.656867194
"2227",370904.433946762
"2228",533214.806469035
"2229",190086.008674713
"2230",556148.873024959
"2231",419321.887158037
"2232",543116.624752695
"2233",659562.103989744
"2234",915188.148329291
"2235",734302.385010122
"2236",527226.094754975
"2237",282909.075404486
"2238",1024220.85004285
"2239",494511.389727421
"2240",360426.444266115
"2241",231490.528033378
"2242",297157.722014262
"2243",728243.183582559
"2244",224285.01959809
"2245",143086.090395608
"2246",241248.832282024
"2247",340061.043199658
"2248",536872.572082596
"2249",783900.941994129
"2250",645030.853089051
"2251",156947.149866869
"2252",745062.474964939
"2253",1424793.66002808
"2254",268363.704334948
"2255",183517.327182475
"2256",958149.7481469
"2257",788661.594719124
"2258",690180.688560184
"2259",480239.951891629
"2260",298135.735164206
"2261",229856.600753211
"2262",459854.028520213
"2263",524271.759756718
"2264",931880.966203574
"2265",425980.680608339
"2266",535474.684637491
"2267",308348.413569774
"2268",507473.84838218
"2269",432170.174142702
"2270",95600.3103778557
"2271",203881.975127494
"2272",190332.629291478
"2273",755341.118472449
"2274",620974.134137793
"2275",842057.393530708
"2276",620235.063040222
"2277",569274.392452209
"2278",674268.169995672
"2279",278399.647869419
"2280",324782.339965826
"2281",414334.9253634
"2282",535003.449866373
"2283",877414.675593189
"2284",247589.561100366
"2285",190841.474170116
"2286",447282.636996555
"2287",252394.932552474
"2288",286732.246605322
"2289",2124059.78881113
"2290",463183.334798066
"2291",107273.028922053
"2292",396310.092163398
"2293",187866.321873899
"2294",1045937.69551583
"2295",327532.544055479
"2296",807199.725832638
"2297",232129.397793906
"2298",254795.152967268
"2299",317672.616887547
"2300",286026.580207878
"2301",1171986.24986989
"2302",529599.673255984
"2303",418719.131005994
"2304",341030.223980647
"2305",335195.181844247
"2306",537441.132376797
"2307",177845.26235942
"2308",656927.686014196
"2309",289048.273786023
"2310",813239.425217516
"2311",384412.35769324
"2312",1376642.31742407
"2313",525326.769443714
"2314",816701.717999642
"2315",710725.120238313
"2316",270865.244321823
"2317",609309.452339817
"2318",927966.506814055
"2319",392579.41423068
"2320",163202.127601095
"2321",573591.727866569
"2322",467135.34101443
"2323",252719.374317771
"2324",543142.489893646
"2325",431766.989540878
"2326",689283.417462183
"2327",542166.443033372
"2328",902315.212463795
"2329",1364932.83876491
"2330",480224.388600663
"2331",691342.051892188
"2332",924813.087193445
"2333",156886.748697976
"2334",826021.707615747
"2335",442348.740099445
"2336",340651.05242161
"2337",702089.924336995
"2338",506335.241021299
"2339",952588.931493601
"2340",210977.449690767
"2341",619442.351016784
"2342",480715.950734511
"2343",427567.194574152
"2344",1165750.58468854
"2345",143051.246991223
"2346",537686.224185779
"2347",1262823.29345586
"2348",764420.066768469
"2349",444572.6938198
"2350",524698.276113843
"2351",574037.870152026
"2352",1174772.74684533
"2353",659484.785844901
"2354",401584.497793314
"2355",689997.269075531
"2356",385822.4084731
"2357",697935.710014779
"2358",436288.019265704
"2359",215536.592153934
"2360",675941.953749182
"2361",834583.038522644
"2362",535211.74936111
"2363",554968.130512759
"2364",269165.202153463
"2365",362093.390494996
"2366",446412.296304146
"2367",178544.268568719
"2368",433693.510287868
"2369",178742.975119187
"2370",771784.735013211
"2371",519679.940609631
"2372",801707.270852817
"2373",302032.444416977
"2374",622147.996236845
"2375",482571.879631067
"2376",1820207.28995186
"2377",529212.72620704
"2378",1293276.60056852
"2379",685353.71635726
"2380",334100.081179784
"2381",976746.163959619
"2382",544128.529426595
"2383",203072.083522342
"2384",230415.000771527
"2385",1131879.76129164
"2386",303226.01120989
"2387",643602.208880601
"2388",70416.7915170181
"2389",489218.327614158
"2390",475154.691297938
"2391",424786.306283343
"2392",1013619.37838046
"2393",683604.253759187
"2394",206390.811126409
"2395",372815.503180348
"2396",542301.713650998
"2397",304066.707752274
"2398",1142960.73676421
"2399",792115.986412037
"2400",257928.130902769
"2401",506143.45769779
"2402",380806.77439185
"2403",281229.775627061
"2404",1334840.28652861
"2405",468356.805332531
"2406",1061345.76322757
"2407",258285.141036385
"2408",1218115.46376391
"2409",799661.301361424
"2410",331615.964216439
"2411",950401.224590173
"2412",953766.774076515
"2413",258019.100211508
"2414",392505.100214674
"2415",392040.381401887
"2416",546799.124546633
"2417",619985.024447329
"2418",1871550.81893003
"2419",379345.452448527
"2420",539869.501631244
"2421",780912.768853381
"2422",230585.717050919
"2423",230101.349510127
"2424",139848.442032354
"2425",256343.168850706
"2426",258356.97537937
"2427",1037900.53440388
"2428",689544.237121619
"2429",695017.789221112
"2430",579452.624686894
"2431",225108.338596938
"2432",1019259.39448287
"2433",491732.727090794
"2434",670115.953783034
"2435",276617.487387559
"2436",262444.242168297
"2437",1122786.09800125
"2438",1667148.48476198
"2439",806209.861686836
"2440",313363.63338416
"2441",477768.308363639
"2442",265569.395577797
"2443",82118.0018219136
"2444",457033.087656422
"2445",672667.246747872
"2446",865388.594052857
"2447",269003.044025658
"2448",785890.471929051
"2449",417480.719356328
"2450",260921.317394408
"2451",440375.52451362
"2452",341396.823077122
"2453",425221.662984
"2454",720343.418250562
"2455",214735.162722122
"2456",553378.85430167
"2457",301557.27956022
"2458",469241.629903367
"2459",481023.23699525
"2460",557374.203582811
"2461",1917899.34384156
"2462",343279.633448867
"2463",571359.210016285
"2464",575181.521167197
"2465",365471.520488656
"2466",431283.017048955
"2467",295074.134279565
"2468",942823.597245426
"2469",1130524.14462252
"2470",815943.427438166
"2471",288782.015367406
"2472",444332.361839953
"2473",435531.330004523
"2474",610698.104514815
"2475",311730.667056572
"2476",459771.739935786
"2477",425150.812109675
"2478",1460745.62419308
"2479",779805.782309453
"2480",247859.347450402
"2481",370820.721027023
"2482",503873.057686295
"2483",483638.29977853
"2484",330842.487395546
"2485",292513.900288708
"2486",450286.428699203
"2487",297719.182897165
"2488",263184.908856204
"2489",427561.394377514
"2490",543421.633933009
"2491",509531.20998742
"2492",744929.002724886
"2493",211834.521179221
"2494",268705.780064578
"2495",574457.503130519
"2496",356376.967207128
"2497",888177.51539232
"2498",734216.327319128
"2499",169894.602398757
"2500",563750.07480417
"2501",326728.345852097
"2502",994894.613917477
"2503",166552.313438741
"2504",452992.624716467
"2505",486611.409841582
"2506",732755.359710062
"2507",233940.687344155
"2508",2609472.89207993
"2509",487659.784527212
"2510",580565.409193885
"2511",148674.69463964
"2512",302505.028387687
"2513",657809.244153861
"2514",304539.336469063
"2515",345971.287567425
"2516",330482.046434951
"2517",211453.852662505
"2518",340230.851690918
"2519",549663.950305656
"2520",436192.194596382
"2521",332068.201422633
"2522",761176.988123297
"2523",240415.013106246
"2524",521914.512762911
"2525",609578.061970364
"2526",426293.530719498
"2527",309245.386348294
"2528",435521.586554428
"2529",357290.733974299
"2530",476171.783919806
"2531",609358.053267581
"2532",562217.610074569
"2533",243677.042885279
"2534",1270342.45656411
"2535",577126.810367537
"2536",501251.211207091
"2537",389992.03619425
"2538",1246408.19910106
"2539",616792.266208952
"2540",365300.008623317
"2541",1215607.44629489
"2542",1290623.49578475
"2543",721744.697705305
"2544",415698.448626381
"2545",269785.467907024
"2546",909469.7226515
"2547",239136.83212292
"2548",1069498.27124634
"2549",560047.512686242
"2550",449230.805267954
"2551",490362.917131323
"2552",226835.88855872
"2553",722001.390830469
"2554",369752.646383606
"2555",370100.163375197
"2556",468345.429137963
"2557",717578.12051671
"2558",225455.703535326
"2559",430327.688435828
"2560",245176.721126383
"2561",463144.697895809
"2562",243652.374577428
"2563",646553.965883408
"2564",639291.468356447
"2565",883709.625182501
"2566",484901.263228626
"2567",923028.372841398
"2568",677813.664917854
"2569",523498.177160421
"2570",1087723.94508438
"2571",544328.653221988
"2572",320257.434502882
"2573",518794.093975379
"2574",489145.449617384
"2575",1506635.39599415
"2576",293688.520199396
"2577",747379.884313598
"2578",525426.956305289
"2579",620305.208385462
"2580",305016.097991505
"2581",1065116.03673564
"2582",217285.238401854
"2583",271439.054664447
"2584",335966.694158407
"2585",365098.977099839
"2586",506323.208968269
"2587",755209.04728172
"2588",289851.643979295
"2589",443328.39008294
"2590",473980.918928038
"2591",516043.333460318
"2592",261133.56290926
"2593",237330.545835647
"2594",735949.278168352
"2595",582756.375585851
"2596",850159.936922318
"2597",466745.800407163
"2598",588237.938627001
"2599",802948.42070855
"2600",498865.400284463
"2601",225095.949121801
"2602",283265.994700471
"2603",738736.370646962
"2604",334257.477919385
"2605",158248.251878371
"2606",727788.351250445
"2607",798615.797116141
"2608",262351.609967112
"2609",755129.960022293
"2610",1003617.82264405
"2611",588671.430897688
"2612",183766.611033234
"2613",392576.727004216
"2614",348777.490393665
